transaction_id,customer_id,age,gender,marital_status,employment_status,income_bracket,account_tenure_months,credit_limit,avg_monthly_spend,card_type,card_issuer,has_addon_card,is_blocked,transaction_time,transaction_dayofweek,transaction_hour,transaction_amount,currency,merchant_name,merchant_category_code,merchant_country,transaction_channel,entry_mode,otp_used,geo_latitude,geo_longitude,txns_last_1hr,txns_last_24hr,amount_last_24hr,txn_gap_minutes,txn_amount_to_avg_ratio,distance_from_home_km,usual_txn_hour_range,is_first_txn_today,is_night_txn,device_id,ip_address,device_type,device_change_flag,is_device_blacklisted,location_city,prior_fraud_count,rule_hit_flag,rule_hit_code,manual_review_flag,fraud_flag
469bd94b-fe4b-4c10-96c9-c1120b1c8ea3,CUST4483,38,F,Divorced,Unemployed,50K-1L,4,150000,46804.62,Platinum,Amex,Yes,No,2025-02-11 01:52:51,Tuesday,1,2670.39,INR,"Payne, Perez and Johnson",5944,IN,ATM,contactless,Yes,20.5255,77.5038,0,13,16635.14,108,0.06,478.57,10-22,No,Yes,528c9261,72.62.79.235,MacOS,Yes,No,Kristatown,0,Yes,RULE_12,No,0
eae0f84e-35a9-4dd2-812f-2d3726baccb5,CUST6573,46,M,Married,Self-employed,50K-1L,46,200000,15845.81,Gold,RuPay,No,No,2023-12-16 01:47:29,Saturday,1,37175.88,INR,"Smith, Cole and Oneill",5944,IN,MobileApp,chip,Yes,27.7882,84.1509,1,19,1840.54,117,2.35,202.7,10-22,No,Yes,8c9f7ab1,128.89.147.136,iOS,No,No,Shortton,0,Yes,RULE_22,No,0
e84986c2-1492-4267-8cd9-c265e5ced925,CUST8476,66,M,Single,Unemployed,25K-50K,46,100000,35573.82,Titanium,Visa,Yes,No,2024-05-17 09:48:25,Friday,9,106689.65,INR,Rollins PLC,5732,IN,ecom,chip,Yes,22.4674,75.5364,2,12,47895.85,37,3.0,964.25,10-22,Yes,No,70216fb4,143.62.8.30,Unknown,No,No,Ericport,0,No,,No,0
2290761d-77f2-46c9-9b81-ebb2a4c1d902,CUST9757,58,F,Single,Unemployed,25K-50K,120,200000,39485.18,Gold,RuPay,No,No,2024-01-26 17:46:54,Friday,17,273059.12,INR,Griffin-Oliver,5944,IN,MobileApp,contactless,Yes,25.6735,76.2874,0,10,4840.18,12,6.92,340.57,10-22,Yes,No,02033e35,210.142.35.221,iOS,Yes,No,Port Mckenzieland,0,No,,Yes,0
083cba06-0a00-43b2-8084-e4c24196d68c,CUST6797,61,F,Divorced,Self-employed,>1L,104,50000,20803.64,Platinum,Visa,Yes,No,2024-11-26 21:16:55,Tuesday,21,20127.46,INR,Chavez and Sons,5944,IN,ecom,contactless,Yes,25.2931,72.8581,3,8,9734.17,17,0.97,401.75,10-22,No,No,1bde32c0,84.219.179.231,Unknown,No,No,Lake Sandra,0,No,,No,0
7d6b2519-5c94-44aa-a0bb-fc0540df951d,CUST1236,39,F,Married,Salaried,<25K,109,50000,26229.22,Signature,Amex,Yes,No,2024-06-29 05:24:35,Saturday,5,45092.82,INR,Jarvis-Davis,5944,IN,ATM,contactless,Yes,19.2139,74.3531,2,19,2774.09,115,1.72,153.42,8-20,Yes,Yes,4a5654f4,193.65.189.126,Windows,No,No,Lake Isaacstad,0,No,,No,0
ed87ce58-2096-4bd2-bc23-f9c59a66dcd6,CUST2730,63,M,Single,Salaried,<25K,6,25000,38471.85,Titanium,MasterCard,Yes,No,2024-12-20 20:54:49,Friday,20,3297.57,INR,Lopez and Sons,5311,IN,MobileApp,contactless,Yes,25.7014,74.6727,4,11,39164.21,78,0.09,830.22,9-18,No,No,4e76aa28,86.204.180.191,Unknown,No,No,Port Jesus,0,No,,No,0
8f7245c6-0832-49e5-8e0a-792ffde81a3b,CUST9222,46,F,Divorced,Student,25K-50K,101,25000,20902.39,Signature,MasterCard,Yes,No,2024-07-10 11:40:02,Wednesday,11,36678.03,INR,Barker-Ellis,5999,IN,MobileApp,swipe,Yes,27.7817,80.7621,0,1,13639.66,86,1.75,60.96,8-20,Yes,No,26987458,49.92.154.6,Android,Yes,No,West Douglaston,0,No,,No,0
d73e48cb-7912-49c8-8a17-4f95f878253d,CUST5584,54,M,Divorced,Salaried,>1L,106,25000,34239.55,Gold,RuPay,Yes,No,2024-04-17 20:46:28,Wednesday,20,34937.69,INR,Jimenez-Davies,5944,IN,MobileApp,contactless,Yes,13.0363,79.8278,5,9,11591.68,81,1.02,667.93,8-20,Yes,No,60fe307e,137.15.23.150,MacOS,Yes,No,West Michelle,0,Yes,RULE_17,No,0
a624f8a5-3570-47f7-a1f5-9e88219468ce,CUST6185,34,M,Single,Unemployed,<25K,94,150000,45331.12,Signature,RuPay,Yes,No,2024-09-12 00:58:49,Thursday,0,189131.95,INR,Cole-Moran,5944,IN,POS,contactless,Yes,13.1465,73.122,3,3,40990.25,74,4.17,598.67,8-20,No,Yes,58d74fb1,75.186.228.168,Android,Yes,No,Johnfort,0,No,,Yes,0
1fcf5254-81c9-4b03-b9fd-f208a244ca70,CUST2375,38,F,Single,Student,50K-1L,86,25000,22860.28,Platinum,MasterCard,Yes,No,2024-04-01 00:53:32,Monday,0,21454.4,INR,Cooley-Harris,5999,IN,POS,manual,Yes,20.7439,74.2079,4,4,38772.95,41,0.94,329.62,10-22,Yes,Yes,42d695fe,166.120.9.251,MacOS,Yes,No,Abbottville,0,Yes,RULE_8,Yes,0
2976099e-41aa-4225-a5a1-bf7b855437b6,CUST2773,26,M,Married,Unemployed,50K-1L,104,25000,10525.77,Signature,MasterCard,No,No,2024-05-29 04:59:04,Wednesday,4,8125.57,INR,Stone Inc,5812,IN,ecom,contactless,Yes,27.8261,73.0245,2,12,41371.74,117,0.77,729.6,8-20,Yes,Yes,ae452a43,166.129.20.159,Unknown,No,No,Boydtown,0,No,,Yes,0
dc578e04-ca26-41e7-a6e4-2a9cfa44a972,CUST6195,63,M,Single,Student,50K-1L,37,25000,42050.72,Gold,RuPay,Yes,No,2025-05-15 17:39:08,Thursday,17,31017.36,INR,Sampson LLC,5411,IN,ATM,swipe,Yes,16.7516,81.4912,0,10,46670.07,117,0.74,499.81,9-18,No,No,bad49ae5,181.212.142.247,iOS,Yes,No,Jackiebury,0,No,,No,0
556fc7ae-8744-4853-8e30-5efb2a6d6645,CUST6720,65,F,Single,Student,<25K,104,25000,17885.12,Titanium,RuPay,Yes,No,2024-08-16 18:14:32,Friday,18,35032.3,INR,Mckee PLC,5311,IN,ecom,chip,Yes,17.6616,82.1379,0,11,3844.05,116,1.96,466.36,8-20,Yes,No,7553da62,122.9.75.108,Android,No,No,Emilyburgh,0,Yes,RULE_19,Yes,0
3ef0032a-c406-4ea8-9d55-f7ccc11fd3e1,CUST3344,32,F,Divorced,Unemployed,>1L,33,25000,45450.88,Signature,RuPay,Yes,No,2024-12-21 01:14:45,Saturday,1,2862.44,INR,"Alvarado, Flores and Schroeder",5732,IN,ATM,contactless,Yes,23.807,79.9266,2,7,49968.99,110,0.06,483.47,9-18,No,Yes,bd4a2416,49.18.91.23,MacOS,Yes,No,West Michaelstad,0,No,,Yes,0
caf79067-d1c4-45be-9450-1be69ed588ec,CUST8189,25,M,Divorced,Self-employed,>1L,24,150000,6825.19,Titanium,MasterCard,No,No,2024-02-08 08:50:05,Thursday,8,23313.15,INR,Garcia LLC,5732,IN,ATM,chip,Yes,25.8096,76.4994,2,2,33761.8,2,3.42,25.13,10-22,No,No,8fc8214b,189.147.203.85,Windows,No,No,North Cassandraside,0,No,,Yes,0
242a2b87-f202-4c7c-963f-0c377d31b0b5,CUST6944,33,M,Divorced,Student,50K-1L,7,100000,49257.01,Platinum,Amex,Yes,No,2024-01-10 07:26:04,Wednesday,7,12482.7,INR,Richardson-Rojas,5944,IN,POS,manual,Yes,22.7178,81.4893,5,15,13798.95,3,0.25,737.88,8-20,No,No,365fc738,23.222.163.165,iOS,Yes,No,North Sherri,0,No,,Yes,0
1e13221b-c067-4bd4-80b1-447572284581,CUST5674,33,F,Single,Student,25K-50K,47,150000,6011.1,Gold,MasterCard,Yes,No,2024-06-25 00:49:41,Tuesday,0,198593.79,INR,Flores-Arnold,5944,IN,MobileApp,chip,Yes,24.5854,79.8773,1,5,33141.92,7,33.04,902.9,8-20,Yes,Yes,a332d209,154.233.211.120,iOS,Yes,No,Lyonsmouth,0,No,,Yes,0
fbb75e82-0258-491f-9f11-cccabb2906e6,CUST3531,44,M,Married,Student,50K-1L,5,100000,14777.14,Signature,MasterCard,No,No,2024-11-12 15:46:42,Tuesday,15,14993.26,INR,Thompson-Campbell,5944,IN,ATM,manual,Yes,13.8567,77.1038,0,15,5037.83,28,1.01,641.88,10-22,Yes,No,e3762d6a,26.196.79.218,Android,No,No,South Patriciaton,0,No,,No,0
64a2bb6b-0f40-4670-b57f-f59fa2abe61f,CUST8812,40,M,Divorced,Student,<25K,92,150000,28533.95,Signature,RuPay,Yes,No,2024-09-23 00:04:16,Monday,0,60110.09,INR,Johnson LLC,5812,IN,MobileApp,manual,Yes,25.8734,84.9991,2,2,30244.78,51,2.11,811.77,9-18,No,Yes,948ae1c3,138.232.227.84,Android,No,No,Elizabethland,0,No,,No,0
061361b8-b7da-44e6-af1c-5f5135d0cdf9,CUST9049,57,F,Divorced,Salaried,<25K,82,150000,20772.19,Titanium,MasterCard,No,No,2024-05-06 14:46:31,Monday,14,172467.5,INR,Mcdonald Ltd,5999,IN,ATM,contactless,Yes,18.995,77.8983,1,20,22145.35,13,8.3,216.07,9-18,Yes,No,8d84b8f7,104.75.40.6,iOS,No,No,Noahburgh,0,No,,Yes,0
6d3bb2ac-efd6-4f69-a098-56d6454e6288,CUST5428,29,F,Single,Self-employed,50K-1L,105,200000,39409.33,Titanium,Amex,No,No,2025-02-16 03:59:31,Sunday,3,210811.96,INR,"Chase, Smith and Mccoy",5944,IN,POS,contactless,Yes,19.229,86.6587,2,6,24638.17,40,5.35,439.48,8-20,No,Yes,af984c94,88.58.228.121,Android,No,No,Johnsonshire,0,No,,Yes,0
ca87c5e6-f91b-491c-89c2-fb025dde6628,CUST7564,53,M,Divorced,Unemployed,<25K,110,150000,46541.75,Gold,RuPay,No,No,2024-03-08 16:40:42,Friday,16,109876.77,INR,Nichols Group,5999,IN,ATM,swipe,Yes,19.9459,82.4736,0,19,46879.59,55,2.36,907.74,9-18,Yes,No,050c5b90,28.19.201.167,MacOS,Yes,No,West Anthony,0,Yes,RULE_17,No,0
34286107-8d7d-49c0-9763-f92e97949dee,CUST2924,25,M,Single,Salaried,50K-1L,37,100000,18019.73,Gold,RuPay,No,No,2024-07-17 14:00:05,Wednesday,14,79713.79,INR,"Rodriguez, Chapman and Green",5311,IN,MobileApp,swipe,Yes,20.1223,78.9863,0,9,13105.81,117,4.42,699.13,10-22,Yes,No,7e09353d,26.0.20.38,Unknown,No,No,Boyerfurt,0,No,,Yes,0
f776545c-7520-46f5-9bb1-7080b8366e63,CUST7985,60,M,Married,Unemployed,>1L,93,25000,13180.79,Signature,Visa,No,No,2025-02-15 22:56:57,Saturday,22,35079.44,INR,"Clark, Howard and Mitchell",5812,IN,ecom,contactless,Yes,17.8895,85.9494,1,14,27237.36,75,2.66,820.11,8-20,No,No,e3e94536,84.200.250.195,MacOS,No,No,Harrisonberg,0,No,,Yes,0
c3cc4ae2-17ee-4b02-890d-d9c4bb82bd63,CUST6188,25,F,Single,Self-employed,<25K,99,50000,43225.09,Signature,MasterCard,No,No,2025-05-07 22:16:35,Wednesday,22,45157.9,INR,Baldwin-Moore,5411,IN,MobileApp,manual,Yes,15.9892,83.9054,5,18,3860.79,71,1.04,354.22,8-20,Yes,No,a700716e,10.36.66.9,Android,No,No,Annettefurt,0,No,,Yes,0
82bd2bd9-4fb5-4ebb-8797-5caf8d80a5c4,CUST7844,39,F,Divorced,Salaried,>1L,33,100000,42301.67,Titanium,Visa,Yes,No,2024-07-25 08:50:18,Thursday,8,109394.97,INR,Martin-Hill,5411,IN,MobileApp,swipe,Yes,18.6708,76.9583,3,1,21823.33,47,2.59,899.5,9-18,No,No,450c6b73,176.246.181.27,Windows,Yes,No,Garrettfurt,0,No,,No,0
e603b1da-7f71-4ed3-bf00-1d5d18baa122,CUST9059,67,M,Married,Self-employed,<25K,36,100000,5480.84,Titanium,Amex,Yes,No,2024-04-30 03:24:09,Tuesday,3,19242.22,INR,"Orr, Robertson and Mcdowell",5812,IN,MobileApp,swipe,Yes,13.8259,79.2853,5,12,37608.01,57,3.51,148.24,9-18,No,Yes,0e208e0c,116.198.11.128,MacOS,No,No,Debraberg,0,Yes,RULE_25,No,0
ed4e43bb-6980-458c-9668-c1d7bfb3b069,CUST4864,33,M,Single,Student,25K-50K,10,100000,30357.46,Gold,Amex,No,No,2024-10-19 05:00:33,Saturday,5,89195.57,INR,Acosta and Sons,6011,IN,ecom,chip,Yes,26.3856,81.012,5,3,47176.89,91,2.94,245.11,8-20,Yes,Yes,2f38f24b,103.52.230.52,Android,No,No,Lake Ronald,0,No,,Yes,0
a8cddffb-8361-4613-9fbb-b4e655ae5729,CUST9157,42,M,Married,Unemployed,25K-50K,7,200000,38330.49,Gold,Visa,Yes,No,2024-08-19 12:08:25,Monday,12,30565.12,INR,"Coleman, Blackwell and Morris",5311,IN,ecom,manual,Yes,25.9276,74.0087,5,10,49505.47,83,0.8,456.27,8-20,Yes,No,4e90a6dc,194.151.138.111,Unknown,Yes,No,New Shelby,0,No,,Yes,0
5dec1786-4958-4ae4-893b-8e496ea255f3,CUST1443,62,F,Single,Unemployed,25K-50K,120,150000,40988.63,Signature,Visa,No,No,2024-11-26 16:09:16,Tuesday,16,14022.15,INR,Walker Inc,6011,IN,MobileApp,manual,No,13.3007,75.9569,7,13,1057.8,16,0.34,56.46,10-22,No,No,470b7433,121.17.60.111,Android,Yes,No,North Veronica,1,Yes,RULE_7,Yes,1
3b4353bf-5b07-4dd9-b441-f68a1aee2834,CUST5601,33,F,Married,Student,50K-1L,8,150000,14365.66,Titanium,MasterCard,Yes,No,2024-11-05 04:02:33,Tuesday,4,114189.62,INR,Baker Group,5944,IN,ecom,contactless,Yes,27.6714,82.9752,1,9,49141.34,11,7.95,971.26,8-20,Yes,Yes,78c58f7d,53.57.123.189,iOS,No,No,Hallhaven,0,No,,Yes,0
2f069140-abdb-4c97-816b-73d4452785ba,CUST6958,32,F,Married,Unemployed,25K-50K,115,50000,6871.96,Gold,Visa,No,No,2024-05-25 02:01:18,Saturday,2,54414.29,INR,"Edwards, Lawson and Carter",5999,IN,ecom,manual,Yes,18.4946,78.3795,1,19,33481.87,108,7.92,469.64,10-22,No,Yes,4baddf04,153.21.240.247,iOS,No,No,East Donald,0,No,,Yes,0
3bd2f9b3-adf5-46c1-a4ae-02485c5085bb,CUST6408,37,F,Divorced,Unemployed,>1L,55,25000,45711.96,Gold,MasterCard,No,No,2024-10-07 00:15:01,Monday,0,15148.31,INR,Flores and Sons,5812,IN,ATM,contactless,Yes,19.6989,87.0585,0,3,21588.45,24,0.33,177.83,8-20,No,Yes,b2d8a87d,181.164.234.124,Android,No,No,Kristiville,0,Yes,RULE_19,Yes,0
d11775d2-4b1a-41ad-ae74-ea601fe5389b,CUST5169,44,F,Divorced,Student,50K-1L,23,200000,27216.99,Platinum,Visa,Yes,No,2024-04-10 16:54:49,Wednesday,16,256196.02,INR,"Fischer, Lyons and Perez",6011,IN,ecom,manual,Yes,24.8949,73.8025,3,15,31461.79,120,9.41,714.85,8-20,No,No,2bf564be,71.233.116.46,Android,Yes,No,New Sherri,0,No,,No,0
